Year,Locationabbr,Locationdesc,Topic,Question,Response,Data_value
2023,WI,Wisconsin,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,27.9
2023,WI,Wisconsin,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,72.1
2023,WI,Wisconsin,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,24.2
2023,WI,Wisconsin,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,75.8
2023,WI,Wisconsin,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,31.4
2023,WI,Wisconsin,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,68.6
2023,WI,Wisconsin,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,25.9
2023,WI,Wisconsin,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,74.1
2023,WI,Wisconsin,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,
2023,WI,Wisconsin,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,
2023,WI,Wisconsin,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,
2023,WI,Wisconsin,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,
2023,WI,Wisconsin,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,26.6
2023,WI,Wisconsin,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,73.4
2023,WI,Wisconsin,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,25.5
2023,WI,Wisconsin,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,74.5
2023,WI,Wisconsin,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,17.2
2023,WI,Wisconsin,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,82.8
2023,WI,Wisconsin,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,22.4
2023,WI,Wisconsin,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,77.6
2023,WI,Wisconsin,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,29.0
2023,WI,Wisconsin,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,71.0
2023,WI,Wisconsin,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,33.9
2023,WI,Wisconsin,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,66.1
2023,WI,Wisconsin,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,20.4
2023,WI,Wisconsin,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,79.6
2023,WI,Wisconsin,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,20.4
2023,WI,Wisconsin,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,79.6
2023,WI,Wisconsin,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,25.1
2023,WI,Wisconsin,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,74.9
2023,WI,Wisconsin,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,23.4
2023,WI,Wisconsin,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,76.6
2023,WI,Wisconsin,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,28.4
2023,WI,Wisconsin,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,71.6
2023,WI,Wisconsin,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,31.6
2023,WI,Wisconsin,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,68.4
2023,WI,Wisconsin,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,37.2
2023,WI,Wisconsin,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,62.8
2023,WI,Wisconsin,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,73.2
2023,WI,Wisconsin,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,26.8
2023,WI,Wisconsin,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,76.2
2023,WI,Wisconsin,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,23.8
2023,WI,Wisconsin,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,70.2
2023,WI,Wisconsin,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,29.8
2023,WI,Wisconsin,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,79.1
2023,WI,Wisconsin,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,20.9
2023,WI,Wisconsin,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,78.8
2023,WI,Wisconsin,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,21.2
2023,WI,Wisconsin,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,75.2
2023,WI,Wisconsin,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,24.8
2023,WI,Wisconsin,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,75.4
2023,WI,Wisconsin,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,24.6
2023,WI,Wisconsin,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,70.6
2023,WI,Wisconsin,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,29.3
2023,WI,Wisconsin,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,66.2
2023,WI,Wisconsin,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,33.8
2023,WI,Wisconsin,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,75.0
2023,WI,Wisconsin,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,25.0
2023,WI,Wisconsin,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,66.8
2023,WI,Wisconsin,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,33.2
2023,WI,Wisconsin,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,65.4
2023,WI,Wisconsin,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,34.6
2023,WI,Wisconsin,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,72.5
2023,WI,Wisconsin,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,27.5
2023,WI,Wisconsin,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,
2023,WI,Wisconsin,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,
2023,WI,Wisconsin,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,72.8
2023,WI,Wisconsin,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,27.2
2023,WI,Wisconsin,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,70.6
2023,WI,Wisconsin,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,29.4
2023,WI,Wisconsin,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,58.8
2023,WI,Wisconsin,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,41.2
2023,WI,Wisconsin,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,50.8
2023,WI,Wisconsin,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,49.2
2023,WI,Wisconsin,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,66.0
2023,WI,Wisconsin,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,34.0
2023,WI,Wisconsin,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,74.7
2023,WI,Wisconsin,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,25.3
2023,WI,Wisconsin,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,85.3
2023,WI,Wisconsin,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,14.7
2023,WI,Wisconsin,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,57.9
2023,WI,Wisconsin,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,42.1
2023,WI,Wisconsin,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,57.4
2023,WI,Wisconsin,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,42.6
2023,WI,Wisconsin,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,65.6
2023,WI,Wisconsin,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,34.4
2023,WI,Wisconsin,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,68.2
2023,WI,Wisconsin,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,31.8
2023,WI,Wisconsin,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,76.7
2023,WI,Wisconsin,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,23.3
2023,WI,Wisconsin,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,86.7
2023,WI,Wisconsin,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,13.3
2023,WI,Wisconsin,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,87.0
2023,WI,Wisconsin,Exercise,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,13.0
2023,WV,West Virginia,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,53.1
2023,WV,West Virginia,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,46.9
2023,WV,West Virginia,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,58.3
2023,WV,West Virginia,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,41.7
2023,WV,West Virginia,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,48.0
2023,WV,West Virginia,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,52.0
2023,WV,West Virginia,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,62.9
2023,WV,West Virginia,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,37.1
2023,WV,West Virginia,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,54.0
2023,WV,West Virginia,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,46.0
2023,WV,West Virginia,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,63.3
2023,WV,West Virginia,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,36.7
2023,WV,West Virginia,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,47.6
2023,WV,West Virginia,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,52.4
2023,WV,West Virginia,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,49.1
2023,WV,West Virginia,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,50.9
2023,WV,West Virginia,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,48.7
2023,WV,West Virginia,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,51.3
2023,WV,West Virginia,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,53.3
2023,WV,West Virginia,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,46.7
2023,WV,West Virginia,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,38.9
2023,WV,West Virginia,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,61.1
2023,WV,West Virginia,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,
2023,WV,West Virginia,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,
2023,WV,West Virginia,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,
2023,WV,West Virginia,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,
2023,WV,West Virginia,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,
2023,WV,West Virginia,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,
2023,WV,West Virginia,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,
2023,WV,West Virginia,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,
2023,WV,West Virginia,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,65.0
2023,WV,West Virginia,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,35.0
2023,WV,West Virginia,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,
2023,WV,West Virginia,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,
2023,WV,West Virginia,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,35.1
2023,WV,West Virginia,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,64.9
2023,WV,West Virginia,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,51.3
2023,WV,West Virginia,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,48.7
2023,WV,West Virginia,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,54.4
2023,WV,West Virginia,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,45.6
2023,WV,West Virginia,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,64.9
2023,WV,West Virginia,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,35.1
2023,WV,West Virginia,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,35.0
2023,WV,West Virginia,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,65.0
2023,WV,West Virginia,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,38.8
2023,WV,West Virginia,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,61.2
2023,WV,West Virginia,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,47.5
2023,WV,West Virginia,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,52.5
2023,WV,West Virginia,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,53.3
2023,WV,West Virginia,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,46.7
2023,WV,West Virginia,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,56.4
2023,WV,West Virginia,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,43.6
2023,WV,West Virginia,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,63.8
2023,WV,West Virginia,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,36.2
2023,WV,West Virginia,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),Yes,80.8
2023,WV,West Virginia,Aerobic Activity,Participated in 150 minutes or more of Aerobic Physical Activity per week (variable calculated from one or more BRFSS questions),No,19.2
2023,WV,West Virginia,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,20.6
2023,WV,West Virginia,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,79.4
2023,WV,West Virginia,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,23.3
2023,WV,West Virginia,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,76.7
2023,WV,West Virginia,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,17.9
2023,WV,West Virginia,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,82.1
2023,WV,West Virginia,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,33.1
2023,WV,West Virginia,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,66.9
2023,WV,West Virginia,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,21.6
2023,WV,West Virginia,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,78.4
2023,WV,West Virginia,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,27.4
2023,WV,West Virginia,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,72.6
2023,WV,West Virginia,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,16.7
2023,WV,West Virginia,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,83.3
2023,WV,West Virginia,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,15.0
2023,WV,West Virginia,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,85.0
2023,WV,West Virginia,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,17.1
2023,WV,West Virginia,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,82.9
2023,WV,West Virginia,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,20.1
2023,WV,West Virginia,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,79.9
2023,WV,West Virginia,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,24.4
2023,WV,West Virginia,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,75.6
2023,WV,West Virginia,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,
2023,WV,West Virginia,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,
2023,WV,West Virginia,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,
2023,WV,West Virginia,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,
2023,WV,West Virginia,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,
2023,WV,West Virginia,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,
2023,WV,West Virginia,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,
2023,WV,West Virginia,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,
2023,WV,West Virginia,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,32.8
2023,WV,West Virginia,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,67.2
2023,WV,West Virginia,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,
2023,WV,West Virginia,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,
2023,WV,West Virginia,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,9.0
2023,WV,West Virginia,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,91.0
2023,WV,West Virginia,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,18.8
2023,WV,West Virginia,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,81.2
2023,WV,West Virginia,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,21.9
2023,WV,West Virginia,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,78.1
2023,WV,West Virginia,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,28.4
2023,WV,West Virginia,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,71.6
2023,WV,West Virginia,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,10.3
2023,WV,West Virginia,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,89.7
2023,WV,West Virginia,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,13.6
2023,WV,West Virginia,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),No,86.4
2023,WV,West Virginia,Physical Activity Index,Participated in enough Aerobic and Muscle Strengthening exercises to meet guidelines (variable calculated from one or more BRFSS questions),Yes,17.6
